,barrio_,month_,year_,price_aprox_local_currency_min,price_aprox_local_currency_max,price_aprox_local_currency_mean,price_aprox_local_currency_std,price_aprox_usd_min,price_aprox_usd_max,price_aprox_usd_mean,price_aprox_usd_std,created_on_count
152,BELGRANO,5,2017,4947.69,287433.0,28895.29702127661,40815.44642196961,280.41,18000.0,1765.9332978723382,2489.007923198866,292
153,BELGRANO,6,2015,4778.64,86372.5,28243.079736842094,23661.01455404244,276.63,5000.0,1638.4534210526308,1370.6487554070122,38
154,BELGRANO,6,2016,0.0,119763.75,30489.336181818195,26297.4972667898,0.0,7500.0,1909.3427272727276,1646.8356875821812,55
155,BELGRANO,6,2017,3899.98,176445.0,30836.27815789474,42294.60137524566,244.23,10500.0,1814.324868421053,2458.292782046025,158
156,BELGRANO,7,2014,21782.28,21782.28,21782.28,0.0,1260.95,1260.95,1260.95,0.0,1
157,BELGRANO,7,2015,529.83,207294.0,63344.180760869545,57967.561166457424,33.18,12000.0,3715.1871739130443,3407.739772359942,92
158,BELGRANO,7,2016,0.0,63874.0,23712.00810344826,20706.3987010875,0.0,4000.0,1484.924137931034,1296.7027409130242,58
159,BELGRANO,7,2017,3396.92,705780.0,52790.550557184666,88334.63036645426,182.65,40000.0,2998.7870087976535,5017.256462323734,358
160,BELGRANO,8,2014,28490.31,28490.31,28490.31,0.0,1649.27,1649.27,1649.27,0.0,2
161,BELGRANO,8,2015,0.0,146833.25,23856.768750000003,32511.47882187423,0.0,8500.0,1394.2895833333334,1881.5049315409365,24
162,BELGRANO,8,2016,4871.35,144330.16,64555.871392405024,34595.866871279344,305.06,9038.43,4042.701139240508,2166.5068730444145,79
163,BELGRANO,8,2017,1499.37,166897.5,37511.40521327015,41551.052719974774,76.41,9283.43,2109.778815165877,2323.908852432536,232
164,BELGRANO,9,2014,127365.75,127365.75,127365.75,0.0,7373.05,7373.05,7373.05,0.0,3
165,BELGRANO,9,2015,0.0,171325.0,50253.388363636346,51899.9219934399,0.0,10000.0,2996.7065454545464,3094.82569209163,55
166,BELGRANO,9,2016,0.0,143716.5,51763.58764705883,45663.483490020066,0.0,9000.0,3241.606274509804,2859.597450998276,51
167,BELGRANO,9,2017,2499.92,440137.5,36576.74796721311,43131.54118527876,143.88,25000.0,2065.4445901639356,2429.128716047158,317
168,BELGRANO,10,2014,37559.77,256135.23,143058.2757142857,107114.44231412602,2174.29,14827.36,8281.471428571429,6200.725955161564,7
169,BELGRANO,10,2015,0.0,205590.0,81406.66985294118,61554.26712734214,0.0,12000.0,4890.384264705883,3702.371120450679,68
170,BELGRANO,10,2016,3804.65,79842.5,26942.486276595733,26176.162869780874,238.26,5000.0,1687.2274468085116,1639.2373529154988,94
171,BELGRANO,10,2017,1843.99,166897.5,34049.32185567013,36758.99114291099,96.88,8703.22,1908.787757731961,2052.4900183092977,401
172,BELGRANO,11,2014,8256.17,56458.76,20816.901111111118,20255.92169526448,477.94,3268.33,1205.0655555555559,1172.5909978985756,9
173,BELGRANO,11,2015,19265.83,89910.3,51060.3051724138,30247.341660047066,1124.52,5543.13,3107.8548275862063,1845.2490420161653,29
174,BELGRANO,11,2016,0.0,159685.0,66178.958116883,49895.358469208295,0.0,10000.0,4144.344220779221,3124.6113845107348,154
175,BELGRANO,11,2017,3188.02,490875.0,38468.547525083646,62037.82007134958,163.01,25000.0,2148.967491638794,3420.3768739305397,311
176,BELGRANO,12,2014,7741.04,155470.5,112712.06541666664,47602.936831077976,448.12,9000.0,6524.765833333332,2755.6765119278025,24
177,BELGRANO,12,2015,19075.65,105549.04,46081.06928571429,27696.236626572834,1194.58,6160.75,2781.14,1598.3638971147964,14
178,BELGRANO,12,2016,5054.66,181054.36,88202.24764367809,44431.55023200708,316.54,11338.22,5523.515057471265,2782.4498270400286,181
179,BELGRANO,12,2017,5726.32,490875.0,40075.52238095237,56910.288689758556,307.9,25000.0,2110.4577922077915,2980.178515387068,236
180,BOCA,1,2015,0.0,5735.99,3823.9933333333333,3311.675370569001,0.0,332.05,221.36666666666667,191.70915688441522,3
181,BOCA,1,2016,9338.85,168490.0,63322.396470588246,74505.72248399952,584.83,10000.0,3928.9370588235297,4621.910162331107,17
182,BOCA,1,2017,4440.04,4493.37,4466.704999999999,29.210043991750723,278.05,281.39,279.71999999999997,1.8293933420672561,6
183,BOCA,1,2018,5519.2,150038.1,22126.107692307698,39738.643861232886,281.09,7641.36,1126.8707692307692,2023.8678371683166,13
184,BOCA,2,2016,5448.13,7061.27,6419.558,490.34994403770224,341.18,442.2,397.86799999999994,32.21690646573973,10
185,BOCA,2,2017,5532.12,5532.12,5532.12,0.0,346.44,346.44,346.44,0.0,5
186,BOCA,3,2015,14801.13,14801.13,14801.13,0.0,856.82,856.82,856.82,0.0,1
187,BOCA,3,2016,7472.02,13529.07,11661.3025,2812.671283464351,443.47,802.96,713.0875000000001,179.745,4
188,BOCA,3,2017,34634.74,120702.85,69326.579,44217.98925897027,1962.92,7558.81,4303.114,2803.316323674912,10
189,BOCA,4,2015,171325.0,172745.0,172339.2857142857,692.8890517934608,10000.0,10000.0,10000.0,0.0,7
190,BOCA,4,2016,7535.37,52696.05,36481.950000000004,21112.45168801745,471.89,3300.0,2284.62,1322.1311165467578,18
191,BOCA,4,2017,5029.27,79400.25,24677.259117647056,24972.837645163458,314.95,4500.0,1486.812647058824,1482.278224700091,40
